Name,overall,position,age,height,weight,intl_rep,pace,dribbling,shooting,passing,defending,physicality,pref_foot
Piotr Zieli?Ñski,80,CM,24,180,75,3,83,82,69,79,62,60,Right
?ìliver Torres Mu?±oz,79,CM,23,175,63,3,71,84,68,78,58,52,Right
Renato J??nior Luz Sanches,76,CM,21,176,70,3,78,77,72,69,70,82,Right
Blaise Matuidi,86,CM,31,175,70,3,79,77,70,79,83,85,Left
Leon Goretzka,85,CM,23,189,79,3,86,82,79,84,82,80,Right
Thiago Alc?¢ntara,89,CM,27,174,70,3,73,91,77,88,63,65,Right
Sami Khedira,88,CM,31,189,89,3,72,80,83,85,83,86,Right
Mateo Kovacic,89,CM,24,178,77,3,83,87,83,85,72,80,Right
Javier Pastore,85,CM,29,187,78,3,73,87,80,86,61,68,Right
Sa??l ?ë??guez Escl?°pez,84,CM,23,181,70,3,75,84,73,82,80,78,Left
Renato J??nior Luz Sanches,76,CM,21,176,70,3,78,77,72,69,70,82,Right
Javier Pastore,85,CM,29,187,78,3,73,87,80,86,61,68,Right
Radja Nainggolan,87,CM,30,176,77,3,80,84,82,80,82,84,Right
Marco Verratti,88,CM,25,165,60,3,66,90,61,87,80,70,Right
?âver Banega,85,CM,30,174,71,3,71,86,75,88,66,70,Right
Giacomo Bonaventura,85,CM,29,181,75,3,80,85,82,85,72,75,Right
Sa??l ?ë??guez Escl?°pez,84,CM,23,181,70,3,75,84,73,82,80,78,Left
Ander Herrera Ag?ºera,86,CM,29,182,70,3,75,85,77,85,81,80,Right
Luis Miguel Afonso Fernandes,84,CM,29,177,72,3,81,86,82,84,64,72,Right
Miralem Pjanic,88,CM,28,180,70,3,76,88,75,92,74,72,Right
Jos?© Paulo Bezerra M. J??nior,84,CM,30,180,75,3,78,85,78,82,79,78,Right
Georginio Wijnaldum,84,CM,27,175,69,3,83,86,80,80,68,78,Right
Radja Nainggolan,87,CM,30,176,77,3,79,83,84,82,81,83,Right
Marek Ham?°??k,89,CM,31,183,79,3,76,87,84,87,72,73,Right
N'Golo Kant?©,95,CM,27,168,68,3,90,93,87,93,93,94,Right
Arda Turan,82,CM,31,175,76,3,71,84,73,81,61,72,Right
Jo?£o M?°rio Naval Costa Eduardo,83,CM,25,179,72,3,73,83,70,80,70,71,Right
Jo?£o M?°rio Naval Costa Eduardo,83,CM,25,179,72,3,73,83,70,80,70,71,Right
Aaron Ramsey,84,CM,27,183,76,3,70,83,82,82,67,77,Right
Thiago Alc?¢ntara,91,CM,27,174,70,3,75,93,81,93,65,69,Right
Piotr Zielinski,83,CM,24,180,75,3,86,85,75,84,66,64,Right
Giacomo Bonaventura,86,CM,29,181,75,3,81,86,84,87,74,77,Right
Ilkay G?ºndogan,86,CM,27,180,80,3,72,88,77,86,65,72,Right
Miralem Pjanic,86,CM,28,180,70,3,74,86,70,87,71,70,Right
Leon Goretzka,83,CM,23,189,79,3,85,80,75,81,78,76,Right
Adrien S. Perruchet Silva,83,CM,29,175,69,3,65,81,76,82,78,72,Right
Jorge Resurrecci??n,85,CM,26,178,74,3,72,81,75,86,65,76,Right
Sa??l ?ë??guez Escl?°pez,83,CM,23,181,70,3,73,81,72,79,77,75,Left
Jos?© Paulo Bezerra M. J??nior,83,CM,30,180,75,3,76,80,77,75,78,77,Right
Luis Miguel Afonso Fernandes,83,CM,29,177,72,3,79,83,78,82,63,70,Right
Thiago Alc?¢ntara,89,CM,27,174,70,3,73,91,77,88,63,65,Right
Francisco Rom?°n Alarc??n Su?°rez,97,CM,26,176,74,3,88,99,97,97,70,85,Right
Ilkay G?ºndogan,86,CM,27,180,80,3,72,88,77,86,65,72,Right
Leon Goretzka,85,CM,23,189,79,3,86,82,79,84,82,80,Right
Marco Verratti,89,CM,25,165,60,3,67,91,63,90,81,71,Right
Alessandro Florenzi,86,CM,27,173,67,3,89,88,85,86,83,84,Right
Jos?© Paulo Bezerra M. J??nior,85,CM,30,180,75,3,78,85,83,82,80,79,Right
Jorge Resurrecci??n,87,CM,26,178,74,3,74,85,82,89,68,79,Right
Sami Khedira,86,CM,31,189,89,3,68,78,80,83,82,86,Right
Aaron Ramsey,86,CM,27,183,76,3,72,86,86,85,71,79,Right
Marek Ham?°??k,93,CM,31,183,79,3,80,92,89,93,78,80,Right
Kevin-Prince Boateng,87,CM,31,186,86,3,79,89,86,86,80,86,Right
Georginio Wijnaldum,84,CM,27,175,69,3,83,88,81,78,70,76,Right
Sa??l ?ë??guez Escl?°pez,92,CM,23,181,70,3,81,90,83,90,92,85,Left
Leon Goretzka,93,CM,23,189,79,3,91,89,90,93,88,87,Right
Gabriel Fern?°ndez Arenas,84,CM,35,180,74,3,67,80,82,85,79,76,Right
Marco Verratti,94,CM,25,165,60,3,76,97,75,97,88,78,Right
Radja Nainggolan,93,CM,30,176,77,3,87,91,90,90,88,90,Right
N'Golo Kant?©,90,CM,27,168,68,3,84,85,68,81,86,88,Right
Adam Lallana,85,CM,30,172,73,3,75,88,83,86,67,76,Right
Kevin Strootman,86,CM,28,186,78,3,69,84,80,87,81,84,Left
Jo?£o Filipe Moutinho,84,CM,32,170,61,3,71,85,82,85,76,74,Right
Philippe Coutinho Correia,92,CM,26,171,68,3,88,94,90,92,39,71,Right
Santiago Cazorla Gonz?°lez,91,CM,33,168,66,3,83,95,90,95,68,70,Right
Claudio Marchisio,93,CM,32,180,73,3,86,91,88,93,85,86,Right
Jos?© Paulo Bezerra M. J??nior,90,CM,30,180,75,3,83,90,89,88,85,84,Right
Philippe Coutinho Correia,93,CM,26,171,68,3,89,96,92,94,41,74,Right
Leon Goretzka,83,CM,23,189,79,3,85,80,75,81,78,76,Right
Renato J??nior Luz Sanches,76,CM,21,176,70,3,78,77,72,69,70,82,Right
Javier Pastore,83,CM,29,187,78,3,71,85,75,83,58,64,Right
Jack Wilshere,81,CM,26,172,68,3,71,82,69,80,62,72,Left
Radja Nainggolan,86,CM,30,176,77,3,78,82,80,78,81,83,Right
Kevin-Prince Boateng,80,CM,31,186,86,3,73,79,77,77,67,80,Right
Blaise Matuidi,91,CM,31,175,70,3,84,80,75,82,93,96,Left
Moussa Demb?©l?©,82,CM,31,185,88,3,76,85,72,76,74,84,Left
Jo?£o Filipe Moutinho,82,CM,32,170,61,3,69,81,75,81,70,72,Right
Luis Miguel Afonso Fernandes,86,CM,29,177,72,3,83,88,85,86,66,75,Right
Santiago Cazorla Gonz?°lez,83,CM,33,168,66,3,65,85,76,85,61,63,Right
Mateo Kovaƒçiƒá,82,CM,24,178,77,3,81,84,69,82,61,69,Right
Piotr Zieli?Ñski,85,CM,24,180,75,3,88,87,83,86,70,66,Right
Jo?£o Filipe Moutinho,84,CM,32,170,61,3,73,84,79,85,75,75,Right
Leon Goretzka,86,CM,23,189,79,3,87,84,82,86,83,81,Right
Sa??l ?ë??guez Escl?°pez,86,CM,23,181,70,3,77,86,76,85,83,80,Left
Lothar Matth?§us,93,CM,57,174,71,4,89,82,89,90,90,85,Right
Patrick Vieira,91,CM,42,192,83,4,83,85,80,82,90,91,Right
Anderson Lu??s de Souza,90,CM,41,174,73,4,83,90,79,91,51,70,Right
Toni Kroos,90,CM,28,182,78,4,50,81,81,88,73,70,Right
Ruud Gullit,90,CM,56,191,88,4,88,86,88,88,80,87,Right
Luka Modriƒá,89,CM,33,174,65,4,73,89,75,86,72,65,Right
Andr?©s Iniesta Luj?°n,87,CM,34,171,68,4,71,90,70,87,58,58,Right
Ivan Rakitiƒá,87,CM,30,184,78,4,65,82,84,86,60,66,Right
Paul Pogba,87,CM,25,191,84,4,74,84,79,84,68,88,Right
Francesc F?†bregas i Soler,86,CM,31,180,77,4,63,81,77,88,60,64,Right
Patrick Vieira,86,CM,42,192,83,4,81,79,75,80,86,89,Right
Ruud Gullit,86,CM,56,191,91,4,80,82,80,86,83,78,Right
Yaya Tour?©,83,CM,35,189,90,4,63,77,82,80,70,83,Right
Bastian Schweinsteiger,81,CM,34,183,79,4,39,74,75,81,74,74,Right
Mario G??tze,81,CM,26,176,75,4,68,88,72,81,38,62,Right
Andrea Pirlo,79,CM,39,177,68,4,33,76,64,89,46,50,Right
David Josu?© Jimenez Silva,90,CM,32,173,67,4,70,90,75,91,41,64,Left
Kevin De Bruyne,92,CM,27,181,68,4,77,89,87,92,50,78,Right
Arturo Vidal,88,CM,31,180,75,4,76,81,84,82,84,85,Right
Wayne Rooney,84,CM,32,176,83,4,70,80,87,85,58,83,Right
Kevin De Bruyne,93,CM,27,181,68,4,78,91,89,93,51,79,Right
David Josu?© Jimenez Silva,92,CM,32,173,67,4,73,93,80,93,43,68,Left
Andrea Pirlo,91,CM,39,177,68,4,78,89,80,99,73,70,Right
Andrea Pirlo,82,CM,39,177,68,4,40,80,71,92,52,55,Right
Paul Pogba,90,CM,25,191,84,4,79,90,82,91,70,90,Right
Luka Modric,96,CM,33,174,65,4,80,96,86,99,85,83,Right
Kevin De Bruyne,96,CM,27,181,68,4,85,96,96,98,58,90,Right
James Rodr??guez,87,CM,27,180,75,4,77,85,87,87,41,70,Left
Ivan Rakitic,88,CM,30,184,78,4,66,84,86,89,61,67,Right
Toni Kroos,91,CM,28,182,78,4,51,83,84,90,74,71,Right
Paul Pogba,88,CM,25,191,84,4,76,85,79,86,68,88,Right
David Alaba,87,CM,26,180,76,4,87,83,78,84,84,76,Left
Yaya Tour?©,86,CM,35,189,90,4,76,80,85,84,80,90,Right
Bastian Schweinsteiger,88,CM,34,183,79,4,65,83,82,86,82,80,Right
Toni Kroos,92,CM,28,182,78,4,52,85,86,92,75,72,Right
Andr?©s Iniesta Luj?°n,89,CM,34,171,68,4,73,92,75,91,60,61,Right
Luka Modriƒá,91,CM,33,174,65,4,75,91,81,89,75,68,Right
Paul Pogba,91,CM,25,191,84,4,80,92,85,92,72,91,Right
David Josu?© Jimenez Silva,95,CM,32,173,67,4,83,97,90,99,60,75,Left
Kevin De Bruyne,96,CM,27,181,68,4,86,95,97,97,58,90,Right
Toni Kroos,96,CM,28,182,78,4,67,95,92,99,85,80,Right
Mario G??tze,84,CM,26,176,75,4,72,91,80,87,40,66,Right
Mario G??tze,91,CM,26,176,75,4,80,94,88,90,60,72,Right
Francesc F?†bregas i Soler,90,CM,31,180,77,4,74,87,85,96,70,70,Right
Luka Modriƒá,93,CM,33,174,65,4,78,92,84,94,80,75,Right
Ivan Rakitiƒá,92,CM,30,184,78,4,72,92,92,96,66,72,Right
Ivan Rakitiƒá,93,CM,30,184,78,4,74,94,94,97,70,75,Right
Yaya Tour?©,93,CM,35,189,90,4,83,88,92,91,89,95,Right
Kevin De Bruyne,95,CM,27,181,68,4,83,94,94,95,66,85,Right
Paul Pogba,94,CM,25,191,84,4,85,95,92,95,78,95,Right
Andr?©s Iniesta Luj?°n,96,CM,34,171,68,4,90,98,94,98,70,72,Right
Andr?©s Iniesta Luj?°n,87,CM,34,171,68,4,71,90,70,87,58,58,Right
Paul Pogba,92,CM,25,191,84,4,82,93,88,93,76,92,Right
David Josu?© Jimenez Silva,93,CM,32,173,67,4,76,95,85,95,45,71,Left
Roberto Carlos da Silva Rocha,91,LB,45,168,69,1,92,81,83,84,86,86,Left
Roberto Carlos da Silva Rocha,86,LB,45,168,67,1,92,81,80,79,81,78,Left
Vitaliy Denisov,80,LB,31,178,75,1,83,71,51,67,79,79,Left
Jaume Vicent Costa Jord?°,79,LB,30,171,62,1,83,74,59,71,76,72,Left
Nicol?°s Tagliafico,79,LB,26,172,67,1,88,76,55,66,78,72,Left
Dalbert Chagas Estev?£o,77,LB,25,181,70,1,91,77,62,71,72,72,Left
Frank Fabra,76,LB,27,172,72,1,88,76,54,58,70,82,Left
Daniel Brosinski,76,LB,30,178,70,1,85,73,60,71,72,70,Right
Patrick van Aanholt,75,LB,28,176,67,1,86,74,63,67,70,72,Left
Marvin Zeegelaar,75,LB,28,186,82,1,78,72,65,67,71,80,Left
Liassine Cadamuro,75,LB,30,188,81,1,68,63,39,66,75,77,Left
Konstantinos Stafylidis,75,LB,24,178,73,1,78,73,64,69,72,73,Left
Ridgeciano Haps,75,LB,25,175,66,1,89,76,54,64,69,75,Left
Arthur Masuaku,75,LB,24,179,70,1,86,77,66,70,70,74,Left
Milton Casco,75,LB,30,170,69,1,85,72,62,65,70,76,Right
Antonio Barreca,75,LB,23,180,70,1,85,74,34,62,68,71,Left
Theo Hern?°ndez,75,LB,21,184,78,1,84,74,56,63,72,76,Left
Frank Fabra,81,LB,27,172,72,1,90,82,64,72,78,84,Left
Ryan Sessegnon,81,LB,18,178,70,1,89,80,79,78,73,75,Left
Nicol?°s Tagliafico,79,LB,26,172,67,1,88,76,55,66,78,72,Left
Nicol?°s Tagliafico,82,LB,26,172,67,1,90,81,59,75,82,76,Left
Konstantinos Stafylidis,75,LB,24,178,73,1,78,73,64,69,72,73,Left
Nicol?°s Tagliafico,82,LB,26,172,67,1,90,81,59,75,82,76,Left
Jordan Amavi,77,LB,24,176,70,1,79,74,67,70,73,72,Left
Ismaily Gon?ßalves dos S.,82,LB,28,177,78,1,86,79,71,78,79,80,Left
Nico Schulz,75,LB,25,180,78,1,87,75,50,68,70,72,Left
Philipp Max,77,LB,25,178,75,1,82,75,49,72,71,71,Left
Antonio Garc??a Aranda,75,LB,28,179,69,1,85,75,58,73,68,67,Left
Kieran Tierney,75,LB,21,178,70,1,84,71,44,69,70,71,Left
Andrew Robertson,87,LB,24,178,64,1,86,87,70,80,87,83,Left
Joe Bryan,83,LB,25,170,72,1,90,85,70,74,83,80,Left
Mansour Al Harbi,85,LB,30,170,65,1,84,75,64,84,86,75,Left
Vincent Le Goff,79,LB,28,176,74,1,76,80,70,82,80,70,Left
Patrick van Aanholt,81,LB,28,176,67,1,90,80,75,74,80,78,Left
Lucas Hern?°ndez,90,LB,22,183,76,1,83,73,60,78,91,88,Left
Andrew Robertson,81,LB,24,178,64,1,83,80,66,77,80,77,Left
Philipp Max,90,LB,25,178,75,1,89,88,65,95,88,83,Left
Alexandre Moreno Lopera,78,LB,25,179,68,1,82,81,72,75,77,63,Left
Dalbert Chagas Estev?£o,81,LB,25,181,70,1,95,82,70,76,77,76,Left
Jes??s Gallardo,86,LB,24,176,68,1,85,83,73,77,80,70,Left
Ludwig Augustinsson,87,LB,24,181,72,1,93,80,80,89,87,86,Left
Antonio Barreca,75,LB,23,180,70,1,85,74,34,62,68,71,Left
Lucas Hern?°ndez,92,LB,22,183,76,1,85,78,65,83,94,90,Left
Jesper Arvidsson,76,LB,33,181,79,1,71,70,60,80,72,80,Left
Yusuke Maruhashi,75,LB,28,178,73,1,84,76,48,73,68,60,Left
Boli Bolingoli,78,LB,23,180,73,1,90,78,71,72,72,84,Left
James Milner,80,LB,32,175,70,2,67,77,74,82,76,78,Right
Ignacio Monreal Eraso,80,LB,32,179,72,2,73,75,53,72,80,72,Left
Matteo Darmian,80,LB,28,182,70,2,77,76,58,68,80,73,Right
Marcel Schmelzer,80,LB,30,181,74,2,80,67,51,69,79,79,Left
Sead Kola?°inac,80,LB,25,183,85,2,78,64,53,61,78,89,Left
?ûtefan Radu,79,LB,31,183,79,2,72,68,64,65,84,74,Left
Cristian Ansaldi,79,LB,32,181,76,2,80,79,59,75,76,76,Left
Vitorino Pacheco Antunes,79,LB,31,175,69,2,80,75,69,74,76,74,Left
Aleksandar Kolarov,79,LB,32,187,83,2,66,75,69,78,78,78,Left
Lucas Digne,79,LB,25,178,74,2,80,75,61,75,75,75,Left
Faouzi Ghoulam,79,LB,27,188,80,2,80,73,64,71,76,78,Left
Juan Bernat Velasco,79,LB,25,170,67,2,78,83,60,74,76,66,Left
Luke Shaw,79,LB,23,185,75,2,82,77,51,71,76,76,Left
Jos?© Lu??s Gay?† Pe?±a,79,LB,23,172,64,2,86,77,58,75,75,68,Left
Adriano Correia Claro,78,LB,33,172,75,2,75,81,71,77,75,72,Left
Jose Holebas,78,LB,34,185,81,2,80,74,67,70,76,82,Left
Kwadwo Asamoah,78,LB,29,173,75,2,77,82,68,77,75,74,Left
Marvin Plattenhardt,78,LB,26,181,76,2,77,75,55,77,74,71,Left
Allan Nyom,77,LB,30,188,81,2,75,67,47,63,78,83,Right
M?°rio Rui Silva Duarte,77,LB,27,170,67,2,86,74,49,70,72,69,Left
Jetro Willems,77,LB,24,170,75,2,79,78,62,78,72,75,Left
Jordan Lukaku,77,LB,24,186,77,2,89,76,60,68,72,81,Left
Wendell Nascimento Borges,77,LB,25,176,71,2,86,77,48,72,71,72,Left
J?©r?¥me Roussillon,76,LB,25,175,80,2,86,74,62,71,72,77,Left
Alberto Moreno P?©rez,76,LB,26,171,65,2,88,77,65,68,67,74,Left
Caner Erkin,76,LB,30,181,72,2,80,79,74,77,69,76,Left
Jefferson Nascimento,75,LB,30,176,72,2,77,74,71,74,70,73,Left
Faouzi Ghoulam,82,LB,27,188,80,2,82,80,71,75,80,82,Left
Aleksandar Kolarov,82,LB,32,187,83,2,71,78,76,81,83,82,Left
Fernando Mar?ßal de Oliveira,82,LB,29,178,74,2,85,84,68,78,79,79,Left
I?±igo Mart??nez Berridi,84,LB,27,181,77,2,74,64,59,66,85,83,Left
Ignacio Monreal Eraso,83,LB,32,179,72,2,76,80,58,80,84,76,Left
Ashley Young,77,LB,33,175,65,2,79,78,69,79,69,65,Right
Aleksandar Kolarov,81,LB,32,187,83,2,70,76,70,80,80,81,Left
Faouzi Ghoulam,80,LB,27,188,80,2,80,76,64,73,76,78,Left
Ryan Bertrand,80,LB,29,179,85,2,79,77,53,71,79,75,Left
Marvin Plattenhardt,78,LB,26,181,76,2,77,75,55,77,74,71,Left
Jefferson Nascimento,81,LB,30,176,72,2,83,82,78,84,76,79,Left
Wendell Nascimento Borges,81,LB,25,176,71,2,90,82,52,77,78,76,Left
Benjamin Mendy,78,LB,24,185,85,2,82,75,48,70,74,79,Left
M?°rcio Rafael Ferreira de Souza,82,LB,33,172,68,2,76,82,51,79,84,70,Right
Jos?© Lu??s Gay?† Pe?±a,88,LB,23,172,64,2,92,88,70,87,87,81,Left
Ashley Young,90,LB,33,175,65,2,90,92,85,91,88,83,Right
Ben Davies,86,LB,25,182,76,2,81,82,62,88,86,81,Left
Domenico Criscito,86,LB,31,183,75,2,83,84,80,87,84,84,Left
Wendell Nascimento Borges,91,LB,25,176,71,2,96,90,70,87,90,85,Left
Adelino Andr?© Vieira de Freitas,81,LB,32,172,73,2,79,86,82,81,75,65,Right
Aleksandar Kolarov,90,LB,32,187,83,2,82,86,86,90,91,88,Left
Aleksandar Kolarov,92,LB,32,187,83,2,84,89,90,92,93,90,Left
Diego Laxalt,88,LB,25,178,68,2,94,90,80,86,54,79,Left
Jefferson Nascimento,75,LB,30,176,72,2,77,74,71,74,70,73,Left
Kwadwo Asamoah,78,LB,29,173,75,2,77,82,68,77,75,74,Left
Benjamin Mendy,87,LB,24,185,85,2,90,85,60,80,84,89,Left
Jordan Lukaku,77,LB,24,186,77,2,89,76,60,68,72,81,Left
Jordan Lukaku,88,LB,24,186,77,2,94,88,72,85,86,91,Left
Maxime Le Marchand,76,LB,28,185,77,2,76,66,38,67,75,78,Left
Lucas Digne,79,LB,25,178,74,2,80,75,61,75,75,75,Left
J?©r?¥me Roussillon,76,LB,25,175,80,2,86,74,62,71,72,77,Left
Marcos Alonso Mendoza,86,LB,27,188,84,2,82,86,81,85,86,86,Left
Kieran Gibbs,82,LB,29,179,70,2,83,79,65,80,80,76,Left
J?©r?¥me Roussillon,84,LB,25,175,80,2,91,86,75,85,83,84,Left
Jose Holebas,82,LB,34,185,81,2,87,78,71,75,81,86,Left
Alex Sandro Lobo Silva,86,LB,27,181,81,3,86,81,65,77,81,84,Left
Filipe Lu??s Kasmirski,85,LB,33,182,73,3,79,78,62,77,82,79,Left
Jordi Alba Ramos,85,LB,29,170,68,3,93,82,69,75,81,72,Left
Leighton Baines,82,LB,33,170,74,3,70,79,71,80,80,71,Left
Danny Rose,82,LB,28,174,76,3,81,77,63,73,81,78,Left
Patrice Evra,81,LB,37,174,75,3,74,76,51,71,82,73,Left
Ricardo Rodr??guez,81,LB,26,180,77,3,74,77,67,80,77,72,Left
Daley Blind,80,LB,28,180,72,3,60,76,56,79,80,76,Left
Alejandro Grimaldo Garc??a,80,LB,23,171,69,3,86,81,60,72,75,72,Left
Alex Nicolao Telles,80,LB,25,181,71,3,83,78,61,77,75,74,Left
Eliseu Pereira dos Santos,78,LB,35,176,82,3,76,74,72,70,76,80,Left
Miguel Lay??n,78,LB,30,179,69,3,78,76,72,75,74,71,Right
Leighton Baines,84,LB,33,170,74,3,72,83,75,84,82,74,Left
Ricardo Rodr??guez,84,LB,26,180,77,3,77,80,74,85,81,75,Left
Alex Nicolao Telles,83,LB,25,181,71,3,86,81,66,83,81,78,Left
Daley Blind,83,LB,28,180,72,3,64,80,61,84,85,81,Left
Ricardo Rodr??guez,86,LB,26,180,77,3,79,83,76,88,84,78,Left
Jordi Alba Ramos,88,LB,29,170,68,3,94,85,72,79,83,76,Left
Danny Rose,84,LB,28,174,76,3,83,82,66,77,84,81,Left
Miguel Lay??n,78,LB,30,179,69,3,78,76,72,75,74,71,Right
Alex Nicolao Telles,85,LB,25,181,71,3,88,83,70,87,84,80,Left
Jordi Alba Ramos,88,LB,29,170,68,3,94,84,72,78,85,77,Left
Filipe Lu??s Kasmirski,86,LB,33,182,73,3,81,78,62,78,83,80,Left
Jordi Alba Ramos,87,LB,29,170,68,3,93,83,70,77,82,74,Left
Alex Nicolao Telles,82,LB,25,181,71,3,85,80,65,79,77,76,Left
Alex Sandro Lobo Silva,87,LB,27,181,81,3,87,83,69,78,82,85,Left
Patrice Evra,81,LB,37,174,75,3,74,76,51,71,82,73,Left
Alex Nicolao Telles,86,LB,25,181,71,3,89,85,71,89,85,82,Left
Jordi Alba Ramos,93,LB,29,170,68,3,97,91,82,90,92,83,Left
Filipe Lu??s Kasmirski,92,LB,33,182,73,3,86,85,76,88,93,88,Left
Alex Nicolao Telles,94,LB,25,181,71,3,95,92,82,98,92,88,Left
Ashley Cole,91,LB,37,176,66,3,91,91,75,90,92,80,Left
Patrice Evra,89,LB,37,174,75,3,89,87,60,85,90,80,Left
Danny Rose,82,LB,28,174,76,3,81,77,63,73,81,78,Left
Alex Sandro Lobo Silva,86,LB,27,181,81,3,86,81,65,77,81,84,Left
Roberto Carlos da Silva Rocha,88,LB,45,168,70,4,90,79,81,86,83,85,Left
Paolo Maldini,88,LB,50,186,77,4,87,64,54,73,90,78,Right
Marcelo Vieira da Silva,87,LB,30,174,75,4,78,85,69,80,82,79,Left
Javier Zanetti,87,LB,45,178,73,4,88,80,59,82,83,80,Right
David Alaba,86,LB,26,180,76,4,86,80,73,81,82,74,Left
Emmanuel Petit,85,LB,48,185,77,4,80,78,73,80,86,83,Left
Marcelo Vieira da Silva,94,LB,30,174,75,4,90,95,79,94,92,91,Left
Gareth Bale,90,LB,29,183,74,4,95,87,88,85,80,79,Left
Marcelo Vieira da Silva,91,LB,30,174,75,4,84,91,73,88,88,86,Left
Wahbi Khazri,78,LM,27,182,76,1,76,78,78,76,43,68,Right
Mohamed Elyounoussi,78,LM,24,178,70,1,85,79,71,76,39,65,Right
Takashi Inui,78,LM,30,169,63,1,83,86,69,73,37,58,Right
Bruno C?©sar Zanaki,77,LM,29,177,75,1,63,79,78,81,66,71,Left
Javier Aquino,77,LM,28,168,62,1,91,80,66,72,34,54,Right
Wilson Bruno Naval Costa Eduardo,77,LM,28,179,73,1,80,77,78,73,30,68,Right
Georges-K?©vin Nkoudou,77,LM,23,175,73,1,91,78,72,71,35,62,Right
Sebasti?£o de Freitas Couto,76,LM,26,179,73,1,87,77,74,68,48,76,Left
Leon Bailey,76,LM,21,180,75,1,92,79,70,70,23,61,Left
Rubens Sambueza,76,LM,34,174,74,1,70,76,69,78,49,78,Left
Maicon Marques Bittencourt,76,LM,28,183,73,1,91,72,69,69,32,71,Right
Mubarak Wakaso,75,LM,28,171,72,1,89,74,64,71,63,78,Left
Pr?©juce Nakoulma,75,LM,31,178,72,1,93,76,71,63,39,73,Right
Fabi?°n Castillo,75,LM,26,173,68,1,93,82,71,63,44,65,Right
Yamil Asad,78,LM,24,177,78,1,78,80,77,80,69,75,Right
Justin Morrow,78,LM,31,175,75,1,80,74,74,72,75,80,Left
Steven Zuber,81,LM,27,182,79,1,84,82,77,80,80,80,Right
Gon?ßalo Manuel Ganchinho Guedes,80,LM,21,179,68,1,87,84,83,80,46,74,Right
Alexander S??rloth,82,LM,22,194,90,1,87,78,84,75,40,84,Left
Vincenzo Grifo,82,LM,25,180,72,1,80,85,80,82,40,75,Right
Gheorghe Grozav,78,LM,28,179,71,1,84,80,81,77,38,77,Right
Leon Bailey,82,LM,21,180,75,1,95,87,80,78,27,67,Left
Kemar Roofe,78,LM,25,178,71,1,86,80,77,73,58,74,Right
Gary Mackay-Steven,78,LM,28,173,70,1,88,82,70,71,43,67,Left
Christian Atsu,81,LM,26,172,68,1,94,86,78,81,46,64,Left
Takashi Inui,82,LM,30,169,63,1,88,91,76,79,44,66,Right
Georges-K?©vin Nkoudou,77,LM,23,175,73,1,91,78,72,71,35,62,Right
Gon?ßalo Manuel Ganchinho Guedes,83,LM,21,179,68,1,88,86,86,82,49,77,Right
Denis Bouanga,78,LM,23,180,71,1,82,82,82,74,30,66,Left
Leon Bailey,85,LM,21,180,75,1,96,89,85,84,35,75,Left
Waldemar Sobota,78,LM,31,175,63,1,92,83,73,72,44,62,Right
Charly Musonda,76,LM,21,173,66,1,87,82,64,69,23,46,Right
Kasper H?§m?§l?§inen,79,LM,32,187,74,1,84,75,79,74,54,71,Right
Christian Atsu,76,LM,26,172,68,1,92,79,67,70,35,55,Left
Demarai Gray,75,LM,22,179,66,1,90,81,68,65,23,59,Right
Alex Iwobi,76,LM,22,180,75,1,79,82,65,69,28,66,Right
Leon Bailey,81,LM,21,180,75,1,93,83,75,74,23,62,Left
Gon?ßalo Manuel Ganchinho Guedes,79,LM,21,179,68,1,86,81,77,73,37,67,Right
Joaqu??n Correa,76,LM,24,188,77,1,78,77,70,73,33,63,Right
R??ben Tiago Rodrigues Ribeiro,76,LM,31,175,67,1,73,81,71,73,50,66,Right
Lazaros Christodoulopoulos,75,LM,31,183,78,1,76,77,75,73,54,68,Right
Sa??l Berj??n P?©rez,75,LM,32,178,85,1,78,75,74,74,36,69,Right
Ricardo Jorge da Luz Horta,81,LM,24,173,63,1,82,85,78,79,32,52,Right
Valeri Qazaishvili,81,LM,25,174,78,1,76,84,80,81,40,68,Right
Bryan Linssen,78,LM,27,170,70,1,85,82,80,70,40,74,Right
Bismark de Ara??jo Ferreira,77,LM,25,170,78,1,92,80,78,70,43,70,Right
Lazaros Christodoulopoulos,80,LM,31,183,78,1,82,84,84,76,58,74,Right
Adrien Regattin,81,LM,27,166,66,1,84,85,80,84,65,72,Right
Graham Carey,83,LM,29,175,71,1,88,80,83,83,62,80,Left
Leonardo da Silva Souza,87,LM,26,174,70,1,84,87,87,78,35,66,Right
Carlos Miguel Ribeiro Dias,79,LM,25,183,84,1,73,80,83,72,77,90,Right
Takashi Inui,84,LM,30,169,63,1,90,92,81,85,46,68,Right
Mohamed Elyounoussi,84,LM,24,178,70,1,89,87,83,88,46,74,Right
Mahmoud Hassan,78,LM,24,179,77,1,88,80,80,78,24,71,Right
Reziuan Mirzov,77,LM,25,179,75,1,85,80,78,75,51,75,Left
Leon Bailey,93,LM,21,180,75,1,99,96,93,92,44,83,Left
Charly Musonda,76,LM,21,173,66,1,87,82,64,69,23,46,Right
Kieran Sadlier,75,LM,24,182,66,1,83,75,82,72,40,74,Right
Takashi Inui,90,LM,30,169,63,1,94,95,90,92,48,75,Right
Salem Al Dawsari,86,LM,27,175,62,1,93,89,87,80,38,87,Right
